utilisateur_id,item_id,note
16,106,4.6
16,107,3.4
16,108,2.8
16,109,4.2
16,110,3.7
16,111,4.4
16,112,3.3
16,113,4.7
16,114,2.5
16,115,4.1
16,116,3.9
16,117,4.8
16,118,3.2
16,119,4.3
16,120,3.6
16,121,2.9
16,122,4.5
16,123,3.5
17,101,4.1
17,102,3.6
17,103,4.4
17,104,2.8
17,105,4.7
17,106,3.3
17,107,4.2
17,108,3.9
17,109,2.6
17,110,4.5
17,111,3.7
17,112,4.3
17,113,3.1
17,114,4.8
17,115,2.9
17,116,4.4
17,117,3.4
17,118,4.6
17,119,3.8
17,120,2.5
17,121,4.1
17,122,3.2
17,123,4.0
17,124,3.7
18,101,3.9
18,102,4.2
18,103,2.7
18,104,4.5
18,105,3.4
18,106,4.1
18,107,3.8
18,108,4.6
18,109,3.2
18,110,2.8
18,111,4.4
18,112,3.6
18,113,4.3
18,114,3.1
18,115,4.7
18,116,2.9
18,117,4.2
18,118,3.5
18,119,4.8
18,120,3.3
18,121,4.5
18,122,2.6
18,123,4.1
18,124,3.7
18,125,4.4
19,101,4.3
19,102,2.9
19,103,4.6
19,104,3.5
19,105,4.1
19,106,3.8
19,107,2.7
19,108,4.4
19,109,3.2
19,110,4.7
19,111,3.6
19,112,4.2
19,113,2.8
19,114,4.5
19,115,3.4
19,116,4.8
19,117,3.1
19,118,4.3
19,119,3.9
19,120,2.5
19,121,4.6
19,122,3.3
19,123,4.1
19,124,3.7
19,125,4.0
19,126,3.8
20,101,2.6
20,102,4.4
20,103,3.7
20,104,4.2
20,105,3.3
20,106,4.5
20,107,2.9
20,108,4.1
20,109,3.8
20,110,4.6
20,111,3.1
20,112,2.8
20,113,4.3
20,114,3.6
20,115,4.7
20,116,3.4
20,117,4.8
20,118,2.7
20,119,4.2
20,120,3.5
20,121,4.4
20,122,3.9
20,123,2.4
20,124,4.6
20,125,3.2
20,126,4.1
20,127,3.7
21,102,4.5
21,103,3.8
21,104,2.9
21,105,4.2
21,106,3.6
21,107,4.7
21,108,3.1
21,109,4.4
21,110,2.8
21,111,4.6
21,112,3.4
21,113,4.1
21,114,3.9
21,115,2.5
21,116,4.3
21,117,3.7
21,118,4.8
21,119,3.2
21,120,4.5
21,121,2.6
21,122,4.2
21,123,3.5
21,124,4.4
21,125,3.8
21,126,2.7
21,127,4.1
21,128,3.3
22,102,3.6
22,103,4.3
22,104,2.8
22,105,4.6
22,106,3.4
22,107,4.1
22,108,3.9
22,109,2.5
22,110,4.4
22,111,3.7
22,112,4.2
22,113,3.1
22,114,4.8
22,115,2.9
22,116,4.5
22,117,3.3
22,118,4.7
22,119,3.8
22,120,2.6
22,121,4.3
22,122,3.2
22,123,4.6
22,124,3.5
22,125,4.1
22,126,2.8
22,127,4.4
22,128,3.7
22,129,4.0
23,102,4.2
23,103,2.7
23,104,4.5
23,105,3.8
23,106,4.3
23,107,3.1
23,108,2.9
23,109,4.6
23,110,3.5
23,111,4.1
23,112,3.7
23,113,4.4
23,114,2.6
23,115,4.8
23,116,3.2
23,117,4.0
23,118,3.9
23,119,4.7
23,120,2.8
23,121,4.5
23,122,3.4
23,123,4.2
23,124,3.6
23,125,2.5
23,126,4.3
23,127,3.3
23,128,4.6
23,129,3.8
23,130,4.1
24,103,3.4
24,104,4.4
24,105,2.9
24,106,4.1
24,107,3.7
24,108,4.5
24,109,3.2
24,110,2.8
24,111,4.3
24,112,3.6
24,113,4.7
24,114,3.1
24,115,4.2
24,116,2.6
24,117,4.8
24,118,3.5
24,119,4.4
24,120,3.9
24,121,2.7
24,122,4.6
24,123,3.3
24,124,4.1
24,125,3.8
24,126,4.3
24,127,2.5
24,128,4.5
24,129,3.4
24,130,4.0
24,131,3.7
25,103,4.6
25,104,3.2
25,105,4.3
25,106,2.8
25,107,4.5
25,108,3.9
25,109,4.1
25,110,3.4
25,111,2.6
25,112,4.7
25,113,3.5
25,114,4.2
25,115,3.8
25,116,4.4
25,117,2.9
25,118,4.6
25,119,3.1
25,120,4.3
25,121,3.7
25,122,2.5
25,123,4.8
25,124,3.3
25,125,4.1
25,126,3.6
25,127,4.4
25,128,2.7
25,129,4.2
25,130,3.9
25,131,4.5
25,132,3.8
26,104,2.8
26,105,4.4
26,106,3.6
26,107,4.2
26,108,3.1
26,109,4.5
26,110,2.9
26,111,4.3
26,112,3.8
26,113,4.6
26,114,3.2
26,115,2.6
26,116,4.1
26,117,3.7
26,118,4.8
26,119,3.4
26,120,4.4
26,121,2.7
26,122,4.3
26,123,3.5
26,124,4.7
26,125,3.9
26,126,2.5
26,127,4.2
26,128,3.3
26,129,4.6
26,130,3.1
26,131,4.5
26,132,3.8
26,133,4.1
27,104,4.3
27,105,3.5
27,106,2.8
27,107,4.6
27,108,3.9
27,109,4.2
27,110,3.1
27,111,4.7
27,112,2.6
27,113,4.4
27,114,3.8
27,115,4.1
27,116,3.3
27,117,2.9
27,118,4.5
27,119,3.7
27,120,4.8
27,121,3.2
27,122,4.3
27,123,2.7
27,124,4.6
27,125,3.4
27,126,4.2
27,127,3.6
27,128,2.5
27,129,4.4
27,130,3.9
27,131,4.1
27,132,3.8
27,133,4.7
27,134,3.3
28,105,2.9
28,106,4.2
28,107,3.7
28,108,4.5
28,109,3.1
28,110,4.4
28,111,2.8
28,112,4.6
28,113,3.5
28,114,4.1
28,115,3.9
28,116,2.6
28,117,4.3
28,118,3.3
28,119,4.8
28,120,3.4
28,121,4.7
28,122,2.7
28,123,4.2
28,124,3.8
28,125,4.4
28,126,3.2
28,127,2.5
28,128,4.5
28,129,3.6
28,130,4.1
28,131,3.7
28,132,4.3
28,133,2.9
28,134,4.6
28,135,3.8
29,105,4.1
29,106,3.4
29,107,4.6
29,108,2.8
29,109,4.3
29,110,3.7
29,111,4.2
29,112,3.1
29,113,2.6
29,114,4.5
29,115,3.8
29,116,4.4
29,117,3.2
29,118,4.7
29,119,2.9
29,120,4.1
29,121,3.5
29,122,4.8
29,123,3.3
29,124,4.4
29,125,2.7
29,126,4.6
29,127,3.9
29,128,4.2
29,129,3.1
29,130,2.5
29,131,4.3
29,132,3.6
29,133,4.5
29,134,3.8
29,135,4.7
29,136,3.4
30,106,3.8
30,107,4.3
30,108,2.6
30,109,4.5
30,110,3.2
30,111,4.1
30,112,3.9
30,113,4.6
30,114,2.8
30,115,4.4
30,116,3.5
30,117,4.2
30,118,3.1
30,119,2.7
30,120,4.8
30,121,3.7
30,122,4.3
30,123,3.4
30,124,2.9
30,125,4.6
30,126,3.3
30,127,4.1
30,128,3.8
30,129,4.5
30,130,2.6
30,131,4.2
30,132,3.6
30,133,4.7
30,134,3.1
30,135,4.4
30,136,2.8
30,137,4.0
31,106,4.5
31,107,2.9
31,108,4.2
31,109,3.6
31,110,4.3
31,111,3.1
31,112,4.7
31,113,2.8
31,114,4.4
31,115,3.8
31,116,4.1
31,117,3.3
31,118,2.6
31,119,4.6
31,120,3.5
31,121,4.8
31,122,3.2
31,123,4.3
31,124,3.7
31,125,2.5
31,126,4.1
31,127,3.9
31,128,4.4
31,129,3.4
31,130,4.6
31,131,2.7
31,132,4.2
31,133,3.8
31,134,4.5
31,135,3.1
31,136,4.7
31,137,3.6
31,138,4.3
32,107,3.2
32,108,4.4
32,109,2.8
32,110,4.1
32,111,3.7
32,112,4.5
32,113,3.4
32,114,2.6
32,115,4.3
32,116,3.9
32,117,4.2
32,118,3.1
32,119,4.8
32,120,2.9
32,121,4.6
32,122,3.5
32,123,4.1
32,124,3.8
32,125,4.4
32,126,2.7
32,127,4.7
32,128,3.3
32,129,4.2
32,130,3.6
32,131,2.5
32,132,4.5
32,133,3.4
32,134,4.3
32,135,3.9
32,136,4.8
32,137,2.8
32,138,4.1
32,139,3.7
33,107,4.6
33,108,3.1
33,109,4.3
33,110,2.8
33,111,4.5
33,112,3.7
33,113,4.2
33,114,3.4
33,115,2.6
33,116,4.4
33,117,3.9
33,118,4.1
33,119,3.2
33,120,4.7
33,121,2.9
33,122,4.3
33,123,3.6
33,124,4.8
33,125,3.3
33,126,4.2
33,127,2.7
33,128,4.5
33,129,3.8
33,130,4.1
33,131,3.5
33,132,2.6
33,133,4.4
33,134,3.1
33,135,4.6
33,136,3.9
33,137,4.3
33,138,2.8
33,139,4.7
33,140,3.4
34,108,2.9
34,109,4.2
34,110,3.6
34,111,4.4
34,112,3.1
34,113,4.5
34,114,2.8
34,115,4.3
34,116,3.8
34,117,4.6
34,118,3.2
34,119,2.6
34,120,4.1
34,121,3.7
34,122,4.8
34,123,3.4
34,124,4.3
34,125,2.7
34,126,4.5
34,127,3.9
34,128,4.2
34,129,3.1
34,130,2.5
34,131,4.4
34,132,3.6
34,133,4.7
34,134,3.3
34,135,4.1
34,136,2.8
34,137,4.6
34,138,3.5
34,139,4.3
34,140,3.9
34,141,4.0
35,108,4.4
35,109,3.3
35,110,4.1
35,111,2.7
35,112,4.6
35,113,3.8
35,114,4.2
35,115,3.5
35,116,2.9
35,117,4.3
35,118,3.1
35,119,4.7
35,120,2.8
35,121,4.5
35,122,3.6
35,123,4.4
35,124,3.2
35,125,4.8
35,126,2.6
35,127,4.1
35,128,3.9
35,129,4.3
35,130,3.4
35,131,2.5
35,132,4.2
35,133,3.7
35,134,4.6
35,135,3.1
35,136,4.5
35,137,2.9
35,138,4.4
35,139,3.8
35,140,4.7
35,141,3.3
35,142,4.1
36,109,3.5
36,110,4.2
36,111,2.8
36,112,4.4
36,113,3.6
36,114,4.1
36,115,3.9
36,116,2.6
36,117,4.5
36,118,3.2
36,119,4.7
36,120,3.4
36,121,2.9
36,122,4.3
36,123,3.8
36,124,4.6
36,125,3.1
36,126,4.8
36,127,2.7
36,128,4.2
36,129,3.5
36,130,4.4
36,131,3.3
36,132,2.5
36,133,4.1
36,134,3.7
36,135,4.3
36,136,2.9
36,137,4.6
36,138,3.4
36,139,4.5
36,140,3.8
36,141,2.6
36,142,4.7
36,143,3.1
37,109,4.3
37,110,2.8
37,111,4.5
37,112,3.7
37,113,4.1
37,114,3.2
37,115,4.6
37,116,2.9
37,117,4.2
37,118,3.6
37,119,4.4
37,120,3.1
37,121,2.7
37,122,4.8
37,123,3.5
37,124,4.3
37,125,3.9
37,126,2.6
37,127,4.1
37,128,3.4
37,129,4.7
37,130,2.8
37,131,4.5
37,132,3.3
37,133,4.2
37,134,3.8
37,135,2.5
37,136,4.4
37,137,3.1
37,138,4.6
37,139,3.7
37,140,4.3
37,141,2.9
37,142,4.8
37,143,3.2
37,144,4.0
38,110,3.6
38,111,4.3
38,112,2.9
38,113,4.2
38,114,3.8
38,115,4.5
38,116,3.1
38,117,2.7
38,118,4.4
38,119,3.5
38,120,4.6
38,121,3.2
38,122,4.1
38,123,2.8
38,124,4.7
38,125,3.4
38,126,4.3
38,127,3.9
38,128,2.6
38,129,4.5
38,130,3.3
38,131,4.8
38,132,2.5
38,133,4.2
38,134,3.7
38,135,4.4
38,136,3.1
38,137,2.9
38,138,4.6
38,139,3.8
38,140,4.1
38,141,3.5
38,142,2.7
38,143,4.3
38,144,3.2
38,145,4.4
39,110,4.7
39,111,3.2
39,112,4.1
39,113,2.8
39,114,4.4
39,115,3.6
39,116,4.3
39,117,3.9
39,118,2.6
39,119,4.5
39,120,3.1
39,121,4.8
39,122,2.9
39,123,4.2
39,124,3.5
39,125,4.6
39,126,3.3
39,127,2.7
39,128,4.3
39,129,3.8
39,130,4.1
39,131,3.4
39,132,4.7
39,133,2.5
39,134,4.4
39,135,3.7
39,136,4.2
39,137,3.1
39,138,2.8
39,139,4.6
39,140,3.9
39,141,4.5
39,142,3.2
39,143,2.6
39,144,4.3
39,145,3.8
39,146,4.1
40,111,2.9
40,112,4.3
40,113,3.7
40,114,4.5
40,115,3.1
40,116,4.2
40,117,2.8
40,118,4.6
40,119,3.4
40,120,4.1
40,121,3.8
40,122,2.6
40,123,4.4
40,124,3.2
40,125,4.7
40,126,3.5
40,127,4.3
40,128,2.9
40,129,4.8
40,130,3.3
40,131,4.2
40,132,3.6
40,133,2.7
40,134,4.5
40,135,3.9
40,136,4.4
40,137,3.1
40,138,4.6
40,139,2.8
40,140,4.1
40,141,3.7
40,142,4.3
40,143,3.2
40,144,2.5
40,145,4.2
40,146,3.8
40,147,4.6
41,111,4.4
41,112,3.1
41,113,4.6
41,114,2.8
41,115,4.2
41,116,3.7
41,117,4.5
41,118,3.3
41,119,2.6
41,120,4.3
41,121,3.9
41,122,4.1
41,123,3.4
41,124,4.8
41,125,2.7
41,126,4.4
41,127,3.2
41,128,4.6
41,129,3.8
41,130,2.5
41,131,4.1
41,132,3.5
41,133,4.7
41,134,3.1
41,135,4.3
41,136,2.9
41,137,4.5
41,138,3.6
41,139,4.2
41,140,3.8
41,141,2.6
41,142,4.4
41,143,3.3
41,144,4.7
41,145,3.4
41,146,4.1
41,147,2.8
41,148,4.3
42,112,3.8
42,113,4.2
42,114,2.9
42,115,4.5
42,116,3.4
42,117,4.1
42,118,3.7
42,119,2.6
42,120,4.6
42,121,3.2
42,122,4.3
42,123,3.9
42,124,2.8
42,125,4.4
42,126,3.1
42,127,4.7
42,128,3.5
42,129,4.2
42,130,2.7
42,131,4.8
42,132,3.3
42,133,4.1
42,134,3.6
42,135,2.5
42,136,4.3
42,137,3.8
42,138,4.5
42,139,3.2
42,140,4.6
42,141,2.9
42,142,4.1
42,143,3.7
42,144,4.4
42,145,3.1
42,146,2.6
42,147,4.2
42,148,3.9
42,149,4.5
43,112,4.6
43,113,3.3
43,114,4.1
43,115,2.8
43,116,4.4
43,117,3.6
43,118,4.2
43,119,3.9
43,120,2.7
43,121,4.5
43,122,3.1
43,123,4.8
43,124,3.4
43,125,4.3
43,126,2.6
43,127,4.1
43,128,3.7
43,129,4.6
43,130,3.2
43,131,2.9
43,132,4.4
43,133,3.8
43,134,4.2
43,135,3.5
43,136,4.7
43,137,2.5
43,138,4.3
43,139,3.1
43,140,4.5
43,141,3.9
43,142,2.8
43,143,4.6
43,144,3.4
43,145,4.1
43,146,3.7
43,147,2.6
43,148,4.2
43,149,3.8
43,150,4.4
44,113,3.5
44,114,4.2
44,115,2.9
44,116,4.3
44,117,3.8
44,118,4.6
44,119,3.1
44,120,2.7
44,121,4.4
44,122,3.4
44,123,4.1
44,124,3.7
44,125,4.5
44,126,2.6
44,127,4.8
44,128,3.2
44,129,4.3
44,130,3.9
44,131,2.8
44,132,4.2
44,133,3.6
44,134,4.7
44,135,3.3
44,136,2.5
44,137,4.1
44,138,3.8
44,139,4.4
44,140,3.1
44,141,4.6
44,142,2.9
44,143,4.5
44,144,3.7
44,145,4.2
44,146,3.4
44,147,2.8
44,148,4.3
44,149,3.9
44,150,4.6
44,151,3.2
45,113,4.7
45,114,3.1
45,115,4.4
45,116,2.8
45,117,4.2
45,118,3.6
45,119,4.5
45,120,3.3
45,121,2.9
45,122,4.3
45,123,3.8
45,124,4.1
45,125,3.4
45,126,4.6
45,127,2.7
45,128,4.5
45,129,3.2
45,130,4.8
45,131,3.7
45,132,2.6
45,133,4.2
45,134,3.9
45,135,4.4
45,136,3.1
45,137,4.7
45,138,2.8
45,139,4.3
45,140,3.5
45,141,4.1
45,142,3.8
45,143,2.5
45,144,4.6
45,145,3.3
45,146,4.2
45,147,3.7
45,148,4.4
45,149,2.9
45,150,4.5
45,151,3.4
45,152,4.1
46,114,2.8
46,115,4.3
46,116,3.6
46,117,4.5
46,118,3.2
46,119,4.1
46,120,3.9
46,121,2.7
46,122,4.4
46,123,3.4
46,124,4.6
46,125,3.1
46,126,2.8
46,127,4.2
46,128,3.7
46,129,4.8
46,130,3.3
46,131,4.5
46,132,2.6
46,133,4.1
46,134,3.8
46,135,4.3
46,136,3.5
46,137,2.9
46,138,4.6
46,139,3.2
46,140,4.4
46,141,3.9
46,142,4.7
46,143,2.5
46,144,4.2
46,145,3.6
46,146,4.1
46,147,3.4
46,148,2.8
46,149,4.5
46,150,3.8
46,151,4.3
46,152,3.1
46,153,4.6
47,114,4.1
47,115,3.4
47,116,4.6
47,117,2.9
47,118,4.3
47,119,3.7
47,120,4.2
47,121,3.1
47,122,2.8
47,123,4.5
47,124,3.8
47,125,4.4
47,126,3.2
47,127,4.7
47,128,2.6
47,129,4.1
47,130,3.5
47,131,4.3
47,132,3.9
47,133,2.7
47,134,4.6
47,135,3.3
47,136,4.8
47,137,3.4
47,138,2.5
47,139,4.2
47,140,3.8
47,141,4.5
47,142,3.1
47,143,4.4
47,144,2.9
47,145,4.7
47,146,3.6
47,147,4.1
47,148,3.2
47,149,2.8
47,150,4.3
47,151,3.9
47,152,4.6
47,153,3.5
47,154,4.2
48,115,3.7
48,116,4.2
48,117,2.8
48,118,4.5
48,119,3.4
48,120,4.1
48,121,3.8
48,122,2.6
48,123,4.3
48,124,3.2
48,125,4.6
48,126,3.9
48,127,2.7
48,128,4.4
48,129,3.5
48,130,4.8
48,131,3.1
48,132,4.2
48,133,2.9
48,134,4.7
48,135,3.3
48,136,4.1
48,137,3.6
48,138,4.5
48,139,2.8
48,140,4.3
48,141,3.4
48,142,4.6
48,143,3.7
48,144,2.5
48,145,4.2
48,146,3.9
48,147,4.4
48,148,3.1
48,149,4.7
48,150,2.8
48,151,4.1
48,152,3.8
48,153,4.5
48,154,3.2
48,155,4.3
49,115,4.4
49,116,3.1
49,117,4.6
49,118,2.8
49,119,4.2
49,120,3.7
49,121,4.5
49,122,3.3
49,123,2.9
49,124,4.3
49,125,3.8
49,126,4.1
49,127,3.4
49,128,4.7
49,129,2.6
49,130,4.4
49,131,3.2
49,132,4.8
49,133,3.5
49,134,2.7
49,135,4.1
49,136,3.9
49,137,4.3
49,138,3.6
49,139,4.6
49,140,2.8
49,141,4.5
49,142,3.1
49,143,4.2
49,144,3.8
49,145,2.5
49,146,4.4
49,147,3.7
49,148,4.6
49,149,3.2
49,150,4.1
49,151,2.9
49,152,4.3
49,153,3.4
49,154,4.7
49,155,3.9
49,156,4.2
50,116,2.9
50,117,4.3
50,118,3.6
50,119,4.5
50,120,3.2
50,121,4.1
50,122,3.8
50,123,2.7
50,124,4.4
50,125,3.3
50,126,4.6
50,127,3.1
50,128,2.8
50,129,4.2
50,130,3.7
50,131,4.8
50,132,3.4
50,133,4.5
50,134,2.6
50,135,4.1
50,136,3.9
50,137,4.3
50,138,3.5
50,139,2.9
50,140,4.7
50,141,3.2
50,142,4.4
50,143,3.8
50,144,4.6
50,145,2.5
50,146,4.2
50,147,3.6
50,148,4.1
50,149,3.4
50,150,2.8
50,151,4.5
50,152,3.9
50,153,4.3
50,154,3.1
50,155,4.7
50,156,3.7
50,157,4.0
51,116,4.2
51,117,3.5
51,118,4.4
51,119,2.8
51,120,4.6
51,121,3.3
51,122,4.1
51,123,3.9
51,124,2.6
51,125,4.3
51,126,3.7
51,127,4.5
51,128,3.2
51,129,4.8
51,130,2.9
51,131,4.2
51,132,3.4
51,133,4.7
51,134,3.8
51,135,2.7
51,136,4.4
51,137,3.1
51,138,4.6
51,139,3.5
51,140,4.1
51,141,2.8
51,142,4.3
51,143,3.6
51,144,4.5
51,145,3.9
51,146,2.5
51,147,4.7
51,148,3.2
51,149,4.4
51,150,3.8
51,151,4.1
51,152,2.9
51,153,4.6
51,154,3.4
51,155,4.2
51,156,3.7
51,157,4.5
51,158,3.3
52,117,3.8
52,118,4.3
52,119,2.9
52,120,4.5
52,121,3.4
52,122,4.2
52,123,3.6
52,124,2.7
52,125,4.4
52,126,3.1
52,127,4.6
52,128,3.9
52,129,2.8
52,130,4.1
52,131,3.5
52,132,4.7
52,133,3.2
52,134,4.3
52,135,2.6
52,136,4.8
52,137,3.7
52,138,4.2
52,139,3.3
52,140,4.6
52,141,2.9
52,142,4.4
52,143,3.8
52,144,4.1
52,145,3.1
52,146,2.5
52,147,4.5
52,148,3.6
52,149,4.3
52,150,3.9
52,151,4.7
52,152,2.8
52,153,4.2
52,154,3.4
52,155,4.6
52,156,3.2
52,157,2.7
52,158,4.1
52,159,3.8
53,117,4.5
53,118,3.2
53,119,4.1
53,120,2.8
53,121,4.4
53,122,3.7
53,123,4.3
53,124,3.9
53,125,2.6
53,126,4.6
53,127,3.1
53,128,4.2
53,129,3.5
53,130,4.8
53,131,2.9
53,132,4.3
53,133,3.6
53,134,4.7
53,135,3.3
53,136,2.7
53,137,4.1
53,138,3.8
53,139,4.4
53,140,3.2
53,141,4.5
53,142,2.8
53,143,4.6
53,144,3.4
53,145,4.2
53,146,3.9
53,147,2.5
53,148,4.3
53,149,3.7
53,150,4.1
53,151,3.1
53,152,4.7
53,153,2.9
53,154,4.4
53,155,3.8
53,156,4.6
53,157,3.2
53,158,2.6
53,159,4.2
53,160,3.5
54,118,2.9
54,119,4.3
54,120,3.7
54,121,4.5
54,122,3.1
54,123,4.2
54,124,3.8
54,125,2.6
54,126,4.4
54,127,3.4
54,128,4.6
54,129,3.2
54,130,2.8
54,131,4.1
54,132,3.9
54,133,4.7
54,134,3.3
54,135,4.5
54,136,2.7
54,137,4.2
54,138,3.6
54,139,4.3
54,140,3.8
54,141,2.9
54,142,4.6
54,143,3.1
54,144,4.4
54,145,3.5
54,146,4.1
54,147,2.8
54,148,4.8
54,149,3.7
54,150,4.2
54,151,3.2
54,152,2.5
54,153,4.3
54,154,3.9
54,155,4.5
54,156,3.4
54,157,4.7
54,158,2.6
54,159,4.1
54,160,3.8
54,161,4.4
55,118,4.1
55,119,3.4
55,120,4.6
55,121,2.8
55,122,4.3
55,123,3.7
55,124,4.2
55,125,3.1
55,126,2.9
55,127,4.5
55,128,3.8
55,129,4.4
55,130,3.2
55,131,4.7
55,132,2.6
55,133,4.1
55,134,3.5
55,135,4.3
55,136,3.9
55,137,2.7
55,138,4.6
55,139,3.3
55,140,4.8
55,141,3.4
55,142,2.5
55,143,4.2
55,144,3.8
55,145,4.5
55,146,3.1
55,147,4.4
55,148,2.9
55,149,4.7
55,150,3.6
55,151,4.1
55,152,3.2
55,153,2.8
55,154,4.3
55,155,3.9
55,156,4.6
55,157,3.5
55,158,4.2
55,159,2.7
55,160,4.4
55,161,3.8
55,162,4.1
56,119,3.6
56,120,4.2
56,121,2.9
56,122,4.5
56,123,3.3
56,124,4.1
56,125,3.8
56,126,2.7
56,127,4.3
56,128,3.2
56,129,4.6
56,130,3.9
56,131,2.8
56,132,4.4
56,133,3.5
56,134,4.7
56,135,3.1
56,136,4.2
56,137,2.6
56,138,4.8
56,139,3.7
56,140,4.3
56,141,3.4
56,142,4.6
56,143,2.9
56,144,4.1
56,145,3.8
56,146,4.5
56,147,3.2
56,148,2.5
56,149,4.4
56,150,3.6
56,151,4.7
56,152,3.9
56,153,4.2
56,154,2.8
56,155,4.3
56,156,3.1
56,157,4.6
56,158,3.5
56,159,4.8
56,160,2.7
56,161,4.1
56,162,3.4
56,163,4.5
57,119,4.4
57,120,3.1
57,121,4.7
57,122,2.8
57,123,4.2
57,124,3.6
57,125,4.5
57,126,3.3
57,127,2.9
57,128,4.3
57,129,3.8
57,130,4.1
57,131,3.4
57,132,4.6
57,133,2.7
57,134,4.4
57,135,3.2
57,136,4.8
57,137,3.5
57,138,2.6
57,139,4.1
57,140,3.9
57,141,4.3
57,142,3.7
57,143,4.5
57,144,2.8
57,145,4.6
57,146,3.1
57,147,4.2
57,148,3.8
57,149,2.5
57,150,4.4
57,151,3.3
57,152,4.7
57,153,3.6
57,154,4.1
57,155,2.9
57,156,4.5
57,157,3.4
57,158,4.3
57,159,3.2
57,160,4.8
57,161,2.7
57,162,4.2
57,163,3.9
57,164,4.6
58,120,2.8
58,121,4.3
58,122,3.7
58,123,4.5
58,124,3.2
58,125,4.1
58,126,3.9
58,127,2.6
58,128,4.4
58,129,3.4
58,130,4.6
58,131,3.1
58,132,2.9
58,133,4.2
58,134,3.8
58,135,4.7
58,136,3.3
58,137,4.5
58,138,2.7
58,139,4.1
58,140,3.6
58,141,4.3
58,142,3.5
58,143,2.8
58,144,4.6
58,145,3.2
58,146,4.4
58,147,3.9
58,148,4.8
58,149,2.5
58,150,4.2
58,151,3.7
58,152,4.1
58,153,3.4
58,154,2.9
58,155,4.5
58,156,3.8
